Feature ID	Taxon	Confidence
a90230c1ce3d5c819c0a2d3a126422d3	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__	0.9999999860909555
6145ec34c64250bcfc954b88d227f736	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae	0.9999938000117721
733b36f94ee68748716c98a1aef8f51d	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	0.999999999989285
884258c8a2e1c7c019444aaae03813db	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__cecorum	0.9993343771412564
c4d5335eed808d84b22fe64b9c00e6df	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0.9587449298806694
ea38caa1142b7e4595b9c08673f21adb	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Cloacibacterium; s__	0.9999996527078884
3118291938bb8ca953f81fd390130ec2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__anginosus	0.999998085557521
3157aabb5b5b5e79cbb2ebd61a2ae07e	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.999999991221652
bc5d4d8a291830018af4ff1a5d41a909	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium; s__vaginae	0.9999996005499784
23d7a23d1593006762e8072a25846f23	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter; s__	0.9930883210562041
e436328701b4fe2242964e23d13d0966	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	0.9999999999866986
93048cde96c492ae05b1c536f5ba2583	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__	0.70617370165089
834abe9dc1489793fee3269ada653ac7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners	0.9999750006538114
4bd812e239b987f530dbf0ac5ac45cf1	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__	0.9601998681217414
629ae11046c21cf4f89f0c3d9d283ec8	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0.9731780011031675
2c5fd2b75a98057d3b5ec8538fe5e7f5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9700469862990181
38be67185a67f9126c80d3b1a5f66c75	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae	0.9999924304292167
4f76be318b9b940183a73680b452598f	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__	0.9993154494636245
84c909c8e7452d29a939e77e07ae71b8	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__agalactiae	0.9889129442805814
0b0035856148b46eaaa76d2d37acd7e7	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Aquabacterium; s__	0.9995949823224822
ccce6b5f45d3b33254f6411d16ba6ee2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Swaminathania; s__	0.8519762109454267
67c2f5fd2a9cbf56621fd9bca4eb14f2	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	0.9997368879720185
c0e5777a2f51c5de8a91086ee0b18819	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Acidovorax; s__	0.806914649520428
4a7597dc5f7e05906593b5c69036e3aa	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__	0.719600116094806
267011d5765ec13d4ce95f9a3cb3203c	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.9999957152272424
5f6dca9b0878b684e72f7b8c9d46da52	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0.7308759547251551
337025bcd507218c9822c8c4bc1dfa68	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__	0.9977534074643547
6f145e2bfaea7b43576057a20a685b73	k__Bacteria	0.9658615326631621
fbb90ec49bf4ff12182d00daac6deafd	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0.999998371346057
31f3cfb5e0a25bb901dc18874f6f15ea	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__	0.9944163155076419
aae35caa925ebfdfb56817390ff4bb0e	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera; s__	0.9999999328973694
6576a286e4eca017c1dee133ce8cdc54	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Pelomonas; s__	0.8289386151429611
521a7dcc2b2fb9b9d165e9263fdb9c61	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Acidovorax	0.9920383363465473
d5cd66f051ff1f030b1f835d297db113	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0.9314057659639147
7e4bac3e0c621806572198da3c06880e	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9999999996185591
a0bec94608ab002bbeae0f8874f7fefd	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__	0.98619486879899
10afa3019d56925b70b4a09eb9cb7ea3	Unassigned	0.8683676139909563
c40cba3c4a737edcb89903eb8d918fb3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.9978566897081789
b598fc34a6be2d506cedb2df77b9139b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus	0.820611947534845
0f7da1e509e9582ac203dfe55714772e	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__	0.9989203852681718
278f28a185593f1ddf4e891f1ef6d1ac	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.999992638995628
4f9be58d1458aff0338e1d20bc8ccf5b	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.8830695509880883
65cbac5d9d8caac0ce0b5e15a66f7dce	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter; s__	0.9901132262624185
bb6059efe7759cd45a065fbc643263f8	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Micrococcus; s__	0.735932476647991
97df55ef72c6226e7829408030e13e8c	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia; s__	0.9544506674376082
85ccc66cac1cbeff41264309423c72c5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners	0.9999962517855794
fd50c163c0a08239cdbcebf395537cd7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0.9446007656946858
3f5c491254a1948d25120aa56e2b1f9b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__helveticus	0.9227608231195042
8b95dc12137233e5038a3fe105819830	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	0.9999999999648139
13569ef0e47eedee4eff026931e31aa1	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Arcobacter	0.9999996124750778
9e85ecf63d833605869a3a612a0ad84c	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	0.7327940083391544
2360d2310aa12879ba4a50ef2c5f6f8a	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Gardnerella; s__	0.9999996642931133
31cfc836f3f64e8df116bd9176d2ad5e	k__Bacteria	0.9558110031567482
6e8db030ea49dd57fe858a40f737a0a5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae	0.9999935045588936
f965123e3765fe75a9f446709417c8f5	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__; s__	0.9961419401812348
fdabd7becdb085bfa77cb6e5e54ab5e3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__	0.999998805508912
89f738d631780203145cdb7cf65de560	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__stutzeri	0.9408124576306031
f56287391aea0a258908cb9f7d636549	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0.9999856921583445
c95b43e7444d8eafea3bf11bf57b76f1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Anoxybacillus; s__kestanbolensis	0.9839108459990731
2bebaab71f864397ed0993e893b1371f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae	0.999992987455332
b75850515e26d0c761768817c8ad7974	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae	0.998153261236237
bcab4d4015f58bb4a4f61a22042d650f	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	0.9994416556928493
f72a6e796745161eb00aacb206554c0d	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Thermicanaceae]; g__Thermicanus; s__	0.9999999999999147
2a46d455990b9dd7a72d081028d4ed8f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Atopococcus; s__tabaci	0.9999393854507865
dd4f787f9fd663fb5ff1f26863b0c917	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999132059998973
0ebc3ef25da1471d1cac019f793bd360	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0.9999969630885417
256cd9eb5c540903fd9543863d012fbd	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__	0.9787325632941626
7c1b0bdda3fa013e6c9a321fb8279017	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__	0.9019579125389413
fc14bdb1dbcc0dc6874dff1499c8f045	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0.9396194056074761
f98e2c8264217d372b2ff508ff2d6589	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	0.9997986296793338
b6c986b3c6d23d5b8ebd8c65a526cea0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__luteciae	0.8744313538917949
bebbe915e619e50eeffd63db3e5c0bf5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.933492767123617
b3d09461937dafaea47186b86dfb158f	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__Ureaplasma; s__	0.9999999999992895
804ccf08f7236aef9de513d1593b0ecc	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	0.7362572109298382
8bc50414313aaf07c5e08b63af74eff6	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.8631799372415313
ad0207311df009057addeb9abb73a4e8	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__cecorum	0.9990743918956985
ec38a288c70a275a69bab562a7103e7c	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__	0.7608083794773092
72dafdfc1b5d395c22f69390b1af1ed3	k__Bacteria	0.951587684541433
bd84ee38479ecbd699fbcf861ecc382c	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter; s__	0.9983764151897954
48af713b357293d767c4b2d63ade1c83	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__lwoffii	0.9936688409216456
